Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,
6/15/2014 20:00,,0.53,239.6,21.475,0.068,0.004,3.23,0.753,154.6,62.9,6.08,1003,,6,,
6/16/2014 20:00,,1,256.6,20.484,0.067,0.004,3.65,0.768,159.7,64.2,5.86,1030,,6,,
6/17/2014 20:00,,0.67,246.4,21.463,0.055,0.011,3.48,0.796,172.1,71.1,5.57,1075,,6,,
6/18/2014 04:00,,0.33,326.1,98.055,0.098,0.003,3.34,1.224,167.6,66.8,5.37,1046,,6,,
6/18/2014 12:00,,0.33,1230,492.25,0.359,0.012,2.63,2.337,168,66.8,5.32,1038,,6,,
6/18/2014 20:00,,0.33,1380,395.49,0.377,0.016,2.2,1.502,94.8,39.4,4.4,642,,6,,
6/19/2014 04:00,,0.33,1424,230.04,0.258,0.018,1.88,0.884,112.2,43.2,4.77,710,,6,,
6/19/2014 12:00,,0.33,2252,488.2,0.398,0.029,1.85,1.691,125.5,44.2,5.43,776,,6,,
6/19/2014 20:00,,0.33,2694,985.18,0.712,0.02,1.15,4.116,84.2,34.5,5.19,579,,6,,
6/20/2014 04:00,,0.33,1896,239.32,0.307,0.031,1.25,1.503,90.3,33.6,5.75,609,,6,,
6/20/2014 12:00,,0.33,1640,148.47,0.227,0.035,1.53,0.999,101.1,35.7,6.42,672,,6,,
6/20/2014 20:00,,0.5,1510,154.19,0.21,0.033,1.51,0.96,97.2,35.6,6.5,670,,6,,
6/21/2014 12:00,,0.5,1996,456.65,0.382,0.019,1.29,1.596,94.8,36.7,6.27,656,,6,,
6/21/2014 20:00,,0.5,1812,187.37,0.241,0.024,1.05,1.028,83.1,31.3,5.89,589,,6,,
6/22/2014 12:00,,0.42,1602,198.4,0.211,0.025,1.59,1.118,79.4,30.9,6.27,579,,6,,
6/22/2014 16:02,,0.17,1545,85.188,0.158,0.024,1.68,1.005,80.7,31.9,6.34,576,,6,,
6/22/2014 20:00,,0.58,1530,98.891,0.169,0.032,1.51,0.894,74.6,29.5,6.14,574,,6,,
6/23/2014 20:00,,0.83,1365,150.72,0.191,0.036,1.77,1.001,79.7,33,5.99,596,,6,,
6/24/2014 12:00,,0.5,1779,412.98,0.342,0.028,1.51,1.207,93.5,35.6,5.96,652,,6,,
6/24/2014 20:00,,0.33,1779,1316.4,0.964,0.014,1.09,3.482,77.1,31.2,5.23,562,,6,,
6/25/2014 04:00,,0.33,2808,691.57,0.526,0.02,0.98,8.275,76.9,28.3,5.59,551,,6,,
6/25/2014 12:00,,0.33,5832,882.13,0.618,0.013,0.93,3.138,70.7,26.7,6.06,524,,6,,
6/25/2014 20:00,,0.67,3474,566.2,0.481,0.025,1.02,1.49,79.7,30.7,6.47,576,,6,,
6/26/2014 20:00,,1,1688,118.01,0.196,0.033,1.14,0.956,98.4,35,6.89,692,,6,,
6/27/2014 20:00,,1,1220,91.586,0.162,0.035,1.34,0.892,103.7,38.7,6.45,745,,6,,
6/28/2014 20:00,,0.83,1185,83.245,0.139,0.026,1.53,0.927,98.9,38.3,6.28,725,,6,,
6/29/2014 12:00,,0.43,1210,85.303,0.147,0.021,1.24,1.258,97.3,37.6,5.96,721,,6,,
6/29/2014 16:45,,0.17,1200,45.258,0.096,0.017,1.51,0.903,98.2,37.8,5.76,719,,6,,
6/29/2014 20:00,,0.57,1210,89.799,0.127,0.038,1.61,0.863,98.9,39.5,5.67,719,,6,,
6/30/2014 20:00,,1,1190,75,0.117,0.036,1.28,0.827,102.8,39.7,5.48,728,,6,,
7/1/2014 20:00,,1,878.8,66.812,0.1,0.033,1.58,0.874,105.1,41.9,5.55,753,,7,,
7/2/2014 20:00,,1,839.7,167.74,0.165,0.033,1.92,1.07,111.6,45.3,6.18,771,,7,,
7/3/2014 20:00,,1,834.8,149.67,0.181,0.034,1.96,1.044,112.7,41.5,5.87,755,,7,,
7/4/2014 20:00,,1,594.8,48.847,0.122,0.029,1.75,0.854,114.3,43.8,6.16,779,,7,,
7/5/2014 20:00,,0.83,462.2,34.343,0.094,0.018,1.81,0.866,124.4,48.5,6,844,,7,,
7/6/2014 12:00,,0.47,425.5,34.213,0.089,0.013,1.97,0.885,123.1,49.6,5.98,849,,7,,
7/6/2014 18:45,,0.17,389.5,28.659,0.071,0.009,2.16,0.927,134.3,53.1,6.28,885,,7,,
7/6/2014 20:00,,0.53,398.5,30.15,0.079,0.022,2.23,0.904,137.6,53.7,6.52,919,,7,,
7/7/2014 20:00,,0.83,375.8,23.622,0.078,0.013,2.57,0.964,145.1,57.2,6.26,957,,7,,
7/8/2014 12:00,,0.5,564,328.47,0.28,0.019,2.53,1.431,140.4,57.8,6.26,930,,7,,
7/8/2014 20:00,,0.33,1712,599.44,0.442,0.012,1.76,1.114,102.7,41,5.28,684,,7,,
7/9/2014 04:00,,0.5,678,136.83,0.167,0.027,2.2,0.999,131.8,50.6,6.57,844,,7,,
7/9/2014 20:00,,0.83,448.4,42.338,0.101,0.023,2.18,0.778,153.9,60.5,7.13,976,,7,,
7/10/2014 20:00,,1,389.5,31.827,0.087,0.022,2.81,0.776,150.9,59.4,6.94,985,,7,,
7/11/2014 20:00,,1,343.6,22.684,0.083,0.021,3.38,0.826,156.3,61.7,6.53,1012,,7,,
7/12/2014 20:00,,0.83,371.2,21.205,0.073,0.017,3.62,0.941,156.8,63.9,6.2,1013,,7,,
7/13/2014 12:00,,0.46,0,32.8,0.086,0.001,2.79,0.925,144.3,58.5,6.09,963,,7,,
7/13/2014 18:10,,0.17,678,55.822,0.095,0.016,3.15,0.889,151.3,58.8,6.01,955,,7,,
7/13/2014 20:00,,0.54,748,66.778,0.118,0.025,2.81,0.876,155,57.1,5.96,985,,7,,
7/14/2014 20:00,,0.83,569,43.521,0.113,0.014,2.2,0.861,122.3,47.7,5.63,826,,7,,
7/15/2014 12:00,,0.5,1220,266.03,0.248,0.036,2.46,1.234,115.5,47,6.16,800,,7,,
7/15/2014 20:00,,0.33,753,175.75,0.216,0.027,2.07,0.991,91.1,38.4,4.97,636,,7,,
7/16/2014 04:00,,0.5,693,83.105,0.144,0.03,1.74,0.777,101.7,39.6,5.05,686,,7,,
7/16/2014 20:00,,0.83,589.6,43.264,0.114,0.035,2.24,0.811,109.2,42.8,5.51,742,,7,,
7/17/2014 20:00,,1,485.6,43.278,0.109,0.021,2.64,0.806,120.1,48.3,5.95,813,,7,,
7/18/2014 20:00,,1,448.4,28.279,0.093,0.03,3.06,0.832,121.5,50.9,6.09,838,,7,,
7/19/2014 20:00,,0.83,809.4,74.523,0.126,0.027,3.06,0.859,146,58.5,6.04,929,,7,,
7/20/2014 12:00,,0.41,605.2,37.716,0.101,0.024,2.05,0.768,134.2,53.4,5.93,875,,7,,
7/20/2014 15:32,,0.17,569,21.477,0.086,0.022,1.93,0.642,131.7,51,5.79,839,,7,,
7/20/2014 20:00,,0.59,539,-9,0.098,0.015,2.1,0.735,123,47.9,5.74,807,,7,,
7/21/2014 20:00,,1,453,-9,0.085,0.021,2.68,0.826,140.9,54.7,6.07,904,,7,,
7/22/2014 20:00,,1,380.4,-9,0.078,0.028,3.17,0.81,141.6,57.8,5.79,929,,7,,
7/23/2014 20:00,,1,330.4,-9,0.09,0.027,3.55,0.817,143.8,59.9,6,952,,7,,
7/24/2014 20:00,,1,304.6,-9,0.1,0.046,4.21,0.781,154.5,64,6.43,1005,,7,,
7/25/2014 20:00,,1,292.4,-9,0.099,0.042,3.62,0.798,158.4,65.3,5.78,1018,,7,,
7/26/2014 20:00,,0.67,339,-9,0.205,0.01,3.12,1.349,145,60.4,4.82,941,,7,,
7/27/2014 04:00,,0.33,1010.2,-9,0.47,0.013,2.43,1.194,166.4,68.3,4.72,1002,,7,,
7/27/2014 12:00,,0.23,1842,-9,0.797,0.002,1.41,1.792,75.1,34.1,4.05,545,,7,,
7/27/2014 15:00,,0.17,1395,-9,0.43,0.008,1.43,1.639,85.4,36.7,4.58,579,,7,,
7/27/2014 20:00,,0.27,3650,2297.7,1.563,0.02,1.1,5.293,65.8,25.9,3.39,471,,7,,
7/28/2014 04:00,,0.33,2440,436.09,0.381,0.04,1.25,1.542,93.9,37.9,4.78,601,,7,,
7/28/2014 12:00,,0.33,2295,413.99,0.381,0.046,1.27,1.041,99.2,39.3,5.23,641,,7,,
7/28/2014 20:00,,0.67,1590,180.92,0.236,0.035,1.22,1.002,107.3,40.6,5.39,684,,7,,
7/29/2014 20:00,,1,893.2,81.507,0.179,0.064,1.83,0.821,123.7,45.9,6.5,773,,7,,
7/30/2014 20:00,,0.67,1326,238.98,0.274,0.045,1.6,1.217,104,38.5,5.79,680,,7,,
7/31/2014 04:00,,0.33,2065,328.18,0.332,0.045,1.62,1.246,89.3,36.2,5.5,621,,7,,
7/31/2014 12:00,,0.33,1990,466.9,0.388,0.039,1.61,1.351,93.4,36.8,5.17,635,,7,,
7/31/2014 20:00,,0.67,1584,217.09,0.284,0.044,1.35,1.103,80.7,31.5,5,576,,7,,
8/1/2014 20:00,,1,1195,94.936,0.187,0.043,1.29,0.953,83.3,33.4,5.26,598,,8,,
8/2/2014 20:00,,0.83,990.6,82.73,0.162,0.016,1.17,0.852,89.2,34.9,4.58,625,,8,,
8/3/2014 12:00,,0.44,1030,88.558,0.156,0.028,2.17,0.931,112.2,41.9,5.05,733,,8,,
8/3/2014 17:05,,0.17,1162,142.36,0.172,0.031,2.13,1.196,114,40.3,5.39,725,,8,,
8/3/2014 20:00,,0.56,1302,143.32,0.208,0.044,1.57,0.968,93.7,35.5,4.94,659,,8,,
8/4/2014 20:00,,1,990.6,76.806,0.154,0.038,1.26,0.868,88.7,32.3,4.82,619,,8,,
8/5/2014 20:00,,1,898,75.601,0.156,0.047,2.29,0.902,92.6,38.3,5.46,661,,8,,
8/6/2014 20:00,,1,804.2,60.627,0.154,0.056,2.42,1.03,107.2,41.7,5.74,725,,8,,
8/7/2014 20:00,,1,635.4,35.989,0.14,0.053,2.16,0.92,99.6,40.5,5.78,704,,8,,
8/8/2014 20:00,,1,519.2,29.486,0.112,0.04,2.75,0.901,110.1,44.6,6.02,761,,8,,
8/9/2014 20:00,,0.83,462.2,28.598,0.098,0.026,2.63,0.842,116.1,47.8,5.64,792,,8,,
8/10/2014 12:00,,0.43,457.6,23.538,0.096,0.028,2.32,0.801,114,48,5.35,780,,8,,
8/10/2014 16:45,,0.17,443.8,13.546,0.1,0.032,2.55,0.941,121.9,51,5.2,800,,8,,
8/10/2014 20:00,,0.73,434.6,21.4,0.101,0.047,2.44,0.791,120.4,50.6,5.79,487,,8,,
8/12/2014 04:00,,0.83,1608,372.04,0.326,0.062,2.9,1.486,128.4,48.9,5.81,826,,8,,
8/12/2014 12:00,,0.33,2428,2176,1.563,0.023,1.24,3.546,68,36.9,4.46,516,,8,,
8/12/2014 20:00,,0.33,2556,602.66,0.516,0.05,1.27,1.673,91.6,33.8,5.12,606,,8,,
8/13/2014 04:00,,0.33,3402,1203.3,0.804,0.031,0.95,2.079,68.7,28.9,4.77,500,,8,,
8/13/2014 12:00,,0.33,2275,311.31,0.315,0.053,1.02,1.093,79.6,30.9,6.14,546,,8,,
8/13/2014 20:00,,0.67,1751,187.9,0.239,0.071,1.04,0.934,88.1,32.3,6.63,594,,8,,
8/14/2014 20:00,,1,1105,130.51,0.216,0.067,1.2,0.906,92.1,32.3,6.95,614,,8,,
8/15/2014 20:00,,0.67,793.8,55.5,0.126,0.051,2.14,0.808,102.2,41.2,7.3,679,,8,,
8/16/2014 04:00,,0.98,574,105.2,0.16,0.048,2.02,0.885,125,43.5,6.53,742,,8,,
8/17/2014 19:00,,0.83,554,66.523,0.13,0.046,2.44,0.955,122.3,49.7,5.7,770,,8,,
8/17/2014 20:00,,0.52,635.4,52.076,0.116,0.047,2.21,0.73,125.7,48.2,6.82,809,,8,,
8/18/2014 20:00,,1,539,50.673,0.109,0.042,2.4,0.698,125.1,48.9,6.85,829,,8,,
8/19/2014 20:00,,0.67,389.5,36.184,0.096,0.049,2.75,0.711,128,51.5,6.72,851,,8,,
8/20/2014 04:00,,0.33,1555,285.3,0.265,0.042,2.58,1.143,127,45.2,5.89,788,,8,,
8/20/2014 12:00,,0.33,3736,1061.3,0.73,0.038,1.48,2.046,90.6,40,5.57,634,,8,,
8/20/2014 20:00,,0.33,2838,557.11,0.439,0.045,1.08,1.166,77.4,32.7,5.42,559,,8,,
8/21/2014 04:00,,0.5,2386,264.67,0.294,0.05,0.97,0.868,74.1,29,5.54,535,,8,,
8/21/2014 20:00,,0.83,2392,247.87,0.274,0.055,0.75,1.003,72.4,26,6.12,531,,8,,
8/22/2014 20:00,,1,1400,102.6,0.181,0.046,0.79,0.838,73.2,27.6,6.45,546,,8,,
8/23/2014 20:00,,0.83,1162,87.116,0.152,0.045,1.24,0.791,79.9,30.8,6.76,584,,8,,
8/24/2014 12:00,,0.41,1060,86.906,0.15,0.045,1.35,0.855,78.9,31.7,6.95,592,,8,,
8/24/2014 15:35,,0.17,1010.2,51.546,0.135,0.038,1.35,0.855,82.1,32.9,7.05,593,,8,,
8/24/2014 20:00,,0.59,1015.1,89.552,0.152,0.045,1.54,0.834,80,33.8,7.39,599,,8,,
8/25/2014 20:00,,0.83,793.8,53.007,0.129,0.043,1.8,0.847,90.7,38.1,7.67,664,,8,,
8/26/2014 12:00,,0.5,966.1,86.906,0.15,0.045,1.35,0.855,78.9,31.7,6.95,592,,8,,
8/26/2014 20:00,,0.33,966.1,689.42,0.502,0.031,1.77,1.943,88,37.6,6.38,615,,8,,
8/27/2014 04:00,,0.5,1220,184.17,0.226,0.035,1.63,1.049,95.7,39.5,6.51,660,,8,,
8/27/2014 20:00,,0.83,688,58.156,0.135,0.04,1.93,1.103,105.9,46.3,7.41,744,,8,,
8/28/2014 20:00,,1,569,33.742,0.114,0.031,1.9,0.908,108.1,45.2,7.42,766,,8,,
8/29/2014 20:00,,1,480.8,31.987,0.104,0.017,2.89,0.879,112.9,47.3,7.32,795,,8,,
8/30/2014 20:00,,1,430,28.67,0.096,0.034,3.53,0.807,119.2,50.4,7.25,821,,8,,
8/31/2014 20:00,,0.67,574,37.674,0.102,0.028,3.85,0.772,126,53.2,7.19,856,,8,,
9/1/2014 04:00,,0.5,708,51.79,0.134,0.046,3.62,0.813,136.5,54.6,7.15,897,,9,,
9/1/2014 20:00,,0.83,500,28.743,0.104,0.05,2.36,0.662,127.1,51.8,6.52,833,,9,,
9/2/2014 20:00,,1,514.4,22.727,0.107,0.053,2.94,0.688,131.7,52.5,6.7,865,,9,,
9/3/2014 20:00,,1,425.5,12.552,0.101,0.053,3.33,0.255,133.3,54.8,6.92,881,,9,,
9/4/2014 20:00,,1,380.4,9.036,0.108,0.064,3.96,0.751,130.5,55,6.62,871,,9,,
9/5/2014 20:00,,0.67,352.8,9.059,0.119,0.071,4.71,0.743,137,58.1,6.36,901,,9,,
9/6/2014 04:00,,0.33,4801,1526.8,1.026,0.015,1.4,3.325,69,34.4,4.25,509,,9,,
9/6/2014 12:00,,0.33,1572,398.86,0.378,0.037,1.58,1.274,78.7,36.2,5.5,549,,9,,
9/6/2014 20:00,,0.5,1030,196.85,0.213,0.034,2.07,1.107,113,49.7,6.45,755,,9,,
9/7/2014 12:00,,0.42,849.5,64,0.16,0.046,2.41,0.829,116.3,46.9,7.22,779,,9,,
9/7/2014 15:59,,0.17,793.8,36.455,0.124,0.048,2.01,0.88,114.2,45.2,6.95,749,,9,,
9/7/2014 20:00,,0.42,728,49.18,0.119,0.053,1.67,0.671,107.5,42.7,7.47,759,,9,,
9/8/2014 12:00,,1,554,36.308,0.115,0.055,2.08,0.726,108,45.7,7.22,773,,9,,
9/9/2014 20:00,,1,443.8,21.841,0.106,0.061,2.84,0.751,115.6,50.4,7.36,883,,9,,
9/10/2014 20:00,,0.67,443.8,34.402,0.119,0.056,3.61,0.873,121.2,55.7,7.24,860,,9,,
9/11/2014 04:00,,0.33,2640,543.88,0.408,0.031,1.33,1.358,93.1,44.8,6.02,673,,9,,
9/11/2014 12:00,,0.33,2904,696.86,0.497,0.036,1.09,1.639,78.3,35.4,6.35,592,,9,,
9/11/2014 20:00,,0.33,1860,308.58,0.298,0.051,1.18,1.017,84.8,37.3,6.52,632,,9,,
9/12/2014 04:00,,0.5,1460,159.54,0.232,0.057,1.03,0.864,79,32.9,6.24,599,,9,,
9/12/2014 20:00,,0.83,1100,87.199,0.171,0.063,1.51,0.834,85.8,34.4,7.01,634,,9,,
9/13/2014 20:00,,0.83,688,46.634,0.133,0.049,2.23,0.774,135.5,53.2,7.62,720,,9,,
9/14/2014 12:00,,0.43,615.6,37.255,0.132,0.058,2.48,0.849,107.4,44.6,7.86,772,,9,,
9/14/2014 16:50,,0.33,594.8,38.684,0.122,0.05,2.28,0.878,106.8,46,8.39,773,,9,,
9/15/2014 04:00,,0.57,584.4,31.956,0.119,-9,2.21,0.734,107.1,42.6,-9,774,,9,,
9/15/2014 20:00,,0.83,644.8,28.258,0.126,-9,2.84,0.783,117.8,45.6,-9,815,,9,,
9/16/2014 20:00,,1,519.2,42.114,0.128,-9,1.96,0.709,118.3,48.4,-9,816,,9,,
9/17/2014 20:00,,1,443.8,23.577,0.115,-9,2.12,0.619,116.5,45.7,-9,802,,9,,
9/18/2014 20:00,,1,407.5,23.728,0.133,-9,2.97,0.75,120.4,49.4,-9,834,,9,,
9/19/2014 20:00,,1,362,15.012,0.136,-9,3.59,0.659,126,52.1,-9,872,,9,,
9/20/2014 20:00,,0.83,375.8,13.147,0.139,-9,3.83,0.652,134.1,56,-9,907,,9,,
9/21/2014 12:00,,0.44,509.6,14.431,0.118,-9,3.01,0.661,131.3,56.6,-9,903,,9,,
9/21/2014 17:00,,0.17,430,6.912,0.117,-9,3.13,0.69,132.5,58.1,-9,905,,9,,
9/21/2014 20:00,,0.56,375.8,56.765,0.157,0.071,3.49,0.738,133.3,58.7,6.83,906,,9,,
9/22/2014 20:00,,1,421,11.949,0.1,0.047,3.64,0.595,155.5,63.5,6.95,992,,9,,
9/23/2014 20:00,,1,412,7.701,0.103,0.047,3.01,0.692,138.6,59.6,6.63,928,,9,,
9/24/2014 20:00,,1,385,5.669,0.1,0.052,3.17,0.59,131.2,56,6.73,894,,9,,
9/25/2014 20:00,,1,366.6,2.502,0.114,0.062,3.5,0.578,128.3,55.6,6.26,875,,9,,
9/26/2014 20:00,,1,371.2,6.064,0.128,0.076,3.47,0.612,127.7,54.9,5.96,876,,9,,
9/27/2014 20:00,,0.83,357.4,4.408,0.143,0.078,3.55,0.649,126.5,56.3,6,879,,9,,
9/28/2014 12:00,,0.42,362,6.232,0.133,0.063,3.47,0.639,125.2,54.5,5.57,867,,9,,
9/28/2014 16:24,,0.17,352.8,2.457,0.135,0.081,3.58,0.622,127.9,54.7,6.19,863,,9,,
9/28/2014 20:00,,0.58,357.4,5.236,0.15,0.105,4.31,0.689,131.2,56.4,6.42,896,,9,,
9/29/2014 20:00,,1,357.4,7.303,0.145,0.092,4.29,0.734,132.5,55.7,6.28,900,,9,,
9/30/2014 20:00,,1,753,70.963,0.173,0.062,3.14,0.809,126,57.7,5.9,848,,9,,
10/1/2014 20:00,,1,407.5,16.476,0.124,0.056,2.46,0.767,126.9,52.1,6.68,848,,10,,
10/2/2014 20:00,,1,239.6,12.714,0.091,0.022,2.64,0.642,132.7,56.9,5.96,895,,10,,
10/3/2014 20:00,,0.67,412,96.729,0.142,0.018,2.33,0.673,133,61.4,5.65,900,,10,,
10/4/2014 04:00,,0.33,1045,132.45,0.196,0.029,2.67,0.904,123.8,53.5,5.94,818,,10,,
10/4/2014 12:00,,0.33,874,71.251,0.163,0.047,3.26,0.864,131.2,56.2,6.89,878,,10,,
10/4/2014 20:00,,0.5,658.9,42.065,0.154,0.056,3.14,1.005,140.1,58.5,7.33,921,,10,,
10/5/2014 12:00,,0.41,476,16.283,0.097,0.04,2.05,0.656,129.6,52.6,6.66,871,,10,,
10/5/2014 15:45,,0.17,439.2,8.929,0.094,0.035,2.24,0.654,132.8,53.7,7.03,867,,10,,
10/5/2014 20:00,,0.76,407.5,13.166,0.107,0.049,2.77,0.712,133.5,55.5,6.64,879,,10,,
10/7/2014 04:00,,1,380.4,42.117,0.126,0.053,4.48,0.772,151.9,63.2,6.34,993,,10,,
10/7/2014 20:00,,0.83,362,16.286,0.107,0.046,3.4,0.667,153.9,65.1,6.32,995,,10,,
10/8/2014 20:00,,1,394,15.168,0.127,0.068,3.24,0.676,152.5,65.1,6.56,995,,10,,
10/9/2014 20:00,,1,308.9,12.899,0.115,0.056,2.77,0.621,138.1,59.7,5.54,918,,10,,
10/10/2014 20:00,,1,313.2,14.518,0.125,0.06,3.88,0.667,152.6,64.7,5.5,989,,10,,
10/11/2014 20:00,,0.83,313.2,13.588,0.117,0.05,3.98,0.689,152.8,64.4,5.32,1007,,10,,
10/12/2014 12:00,,0.4,317.5,12.643,0.121,0.059,4.11,0.705,150.5,63.5,5.44,1003,,10,,
10/12/2014 15:00,,0.17,304.6,11.093,0.114,0.051,4.17,0.718,157.1,66.8,5.36,982,,10,,
10/12/2014 20:00,,0.6,300.3,18.1,0.125,0.042,3.92,0.73,150.9,62.3,5.29,1008,,10,,
10/13/2014 20:00,,1,300.3,10.6,0.115,0.034,3.57,0.717,146.1,61.8,4.88,980,,10,,
10/14/2014 20:00,,0.67,308.9,22.7,0.123,0.047,4.03,0.711,151.4,61.8,5,1001,,10,,
10/15/2014 04:00,,0.33,844.6,160,0.231,0.038,3.73,1.193,150.6,58.4,4.2,960,,10,,
10/15/2014 12:00,,0.33,1126,102.4,0.197,0.052,2.18,0.946,132.5,54.8,5.45,872,,10,,
10/15/2014 20:00,,0.33,839.7,66.2,0.241,0.109,3.93,1.039,136.4,59.3,6.65,920,,10,,
10/16/2014 04:00,,0.33,1927,390.73,0.361,0.044,1.25,1.3,94.7,37,5.57,659,,10,,
10/16/2014 12:00,,0.33,1156,77.9,0.209,0.069,1.51,0.833,98.5,40.3,5.97,689,,10,,
10/16/2014 20:00,,0.67,936.7,81.2,0.19,0.056,1.66,0.861,109.7,43.1,6.19,747,,10,,
10/17/2014 20:00,,1,743,29.4,0.153,0.059,1.7,0.83,117.7,45.7,6.91,802,,10,,
10/18/2014 20:00,,0.83,1050,51.7,0.149,0.05,1.12,0.751,111.7,44.2,7,763,,10,,
10/19/2014 12:00,,0.43,874,32.4,0.135,0.05,1.35,0.798,119.4,46.8,7.52,811,,10,,
10/19/2014 16:32,,0.17,1055,21.019,0.123,0.057,1.29,0.695,121.4,47.1,7.55,811,,10,,
10/19/2014 20:00,,0.57,783.4,31.687,0.123,0.046,1.35,0.823,121.9,48.3,7.7,833,,10,,
10/20/2014 20:00,,0.67,654.2,19.014,0.116,0.053,1.73,0.777,118.2,46.7,7.18,826,,10,,
10/21/2014 04:00,,0.33,1635,136.15,0.216,0.05,1.6,0.902,110.6,42.5,6.98,760,,10,,
10/21/2014 12:00,,0.33,2470,342.66,0.329,0.03,1.12,1.289,82.3,36.6,6.85,613,,10,,
10/21/2014 20:00,,0.5,1969,164.04,0.221,0.042,1.34,1.035,92.5,41.2,7.19,677,,10,,
10/22/2014 12:00,,0.83,1272,52.772,0.145,0.046,1.03,0.72,95.2,40,7.43,698,,10,,
10/23/2014 12:00,,1,839.7,32.384,0.128,0.046,1.45,0.807,105.6,42.9,8.03,757,,10,,
10/24/2014 12:00,,1,738,25.974,0.126,0.052,1.94,0.876,114.9,46.2,7.93,807,,10,,
10/25/2014 12:00,,0.83,683,26.909,0.129,0.044,2.24,0.836,115.9,46.3,7.68,814,,10,,
10/26/2014 04:00,,0.57,668.3,28.181,0.133,0.055,2.51,0.823,116,47,7.51,817,,10,,
10/26/2014 15:15,,0.33,610.4,16.652,0.127,0.054,2.7,0.875,118.6,48,7.62,822,,10,,
10/26/2014 20:00,,0.6,615.6,16.91,0.133,0.052,2.34,0.806,110.4,47.3,7.64,822,,10,,
10/27/2014 20:00,,1,579.2,35.536,0.106,0.034,2.08,0.777,115.6,47.5,7.56,850,,10,,
10/28/2014 20:00,,1,539,30.224,0.103,0.033,1.84,0.77,113,47.6,7.22,836,,10,,
10/29/2014 20:00,,1,509.6,21.209,0.097,0.035,2.32,0.773,115.3,49.1,7.3,854,,10,,
10/30/2014 20:00,,1,448.4,18.112,0.11,0.047,2.74,0.731,119.6,51.4,7.33,877,,10,,
10/31/2014 20:00,,1,439.2,116.03,0.129,0.063,3.15,0.723,121.4,54.1,7.35,898,,10,,
11/1/2014 20:00,,0.83,564,109.76,0.135,0.067,3.18,0.692,128.3,58,7.71,925,,11,,
11/2/2014 12:00,,0.43,480.8,18.596,0.122,0.062,2.71,0.726,124.8,54.1,7.69,903,,11,,
11/2/2014 16:31,,0.17,462.2,363.23,0.348,0.074,3.15,0.813,132.6,57,7.73,890,,11,,
11/2/2014 20:00,,0.57,-1,20.967,0.145,0.074,3.06,0.741,133.1,53.8,7.58,900,,11,,
11/3/2014 20:00,,1,407.5,11.743,0.132,0.053,2.52,0.724,128,51.8,7.12,892,,11,,
11/4/2014 20:00,,1,380.4,16.241,0.114,0.049,2.77,0.731,132.9,54.4,6.88,910,,11,,
11/5/2014 20:00,,1,439.2,19.765,0.119,0.042,3.04,0.752,140.2,58.8,6.67,951,,11,,
11/6/2014 20:00,,0.67,713,50.877,0.139,0.049,2.82,0.815,137.5,55.9,6.19,912,,11,,
11/7/2014 04:00,,0.33,1584,138.13,0.246,0.056,2.39,0.931,124.7,53.2,6.73,849,,11,,
11/7/2014 12:00,,0.33,1505,120.7,0.239,0.061,2.18,0.947,118.2,50.1,7.17,811,,11,,
11/7/2014 20:00,,0.67,1150,103.63,0.207,0.062,1.67,0.946,105.6,44.2,7.15,744,,11,,
11/8/2014 20:00,,0.83,763,30.846,0.114,0.045,1.55,0.696,103.7,42.7,7.53,748,,11,,
11/9/2014 12:00,,0.44,673,24.844,0.123,0.057,2.15,0.762,112.5,45.9,7.62,800,,11,,
11/9/2014 17:07,,0.17,630.7,12.549,0.114,0.046,2.06,0.706,116.5,47.7,7.67,814,,11,,
11/9/2014 20:00,,0.56,620.8,20.122,0.119,0.048,2.01,0.655,116.1,47.7,7.35,828,,11,,
11/10/2014 20:00,,1,569,16.775,0.123,0.054,2.46,0.69,121.1,49.3,7,851,,11,,
11/11/2014 20:00,,1,509.6,20.122,0.121,0.047,2.41,0.721,118.4,49,6.86,840,,11,,
11/12/2014 20:00,,1,539,17.185,0.13,0.057,2.99,0.726,125,51,6.83,869,,11,,
11/13/2014 20:00,,1,485.6,14.395,0.126,0.061,2.6,0.709,119.4,50.4,6.75,840,,11,,
11/14/2014 20:00,,1,495.2,28.125,0.158,0.06,3.15,0.729,212.9,55.2,6.33,1179,,11,,
11/16/2014 15:30,,1,439.2,7.538,0.127,0.064,3.22,0.674,218.6,56.4,6.47,1190,,11,,
11/16/2014 20:00,,0.59,448.4,56.016,0.128,0.042,3.85,0.629,212.2,56,5.44,1084,,11,,
11/17/2014 20:00,,1,594.8,21.352,0.115,0.059,3.07,0.631,265.4,58.4,6.16,1330,,11,,
11/18/2014 20:00,,1,504.8,15.573,0.145,0.08,3.43,0.711,311.5,58.4,6.56,1529,,11,,
11/19/2014 20:00,,1,443.8,11.566,0.117,0.06,2.37,0.668,303.7,58,6.53,1475,,11,,
11/20/2014 20:00,,1,407.5,11.651,0.116,0.062,2.73,0.697,216.8,57.6,6.59,1217,,11,,
11/21/2014 20:00,,1,421,14.128,0.129,0.065,3.04,0.73,196.2,59.1,6.56,1141,,11,,
