Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,
03/12/1985 19:00,3815.79,0.5,2732.8,219,0.309,0.006,1.16,1.14,89.6,-9,-9,-9,,3,,
03/13/1985 13:00,3816.54,0.88,3249.1,95.1,0.212,0.009,1.32,0.94,85,-9,-9,-9,,3,,
03/14/1985 13:00,3817.54,1,2050.6,62.5,0.183,0.009,1.39,0.94,82.5,-9,-9,-9,,3,,
03/15/1985 13:00,3818.54,1,1820,52.3,0.162,0.006,1.38,0.94,80.2,-9,-9,-9,,3,,
03/16/1985 13:00,3819.54,1,1690,46.6,0.162,0.006,1.45,0.92,76.5,-9,-9,-9,,3,,
03/17/1985 13:00,3820.54,0.88,1530,52.7,0.172,0.008,1.5,1.05,79.4,-9,-9,-9,,3,,
03/18/1985 07:00,3821.29,0.5,1370,49.6,0.153,0.004,1.66,0.84,80.6,-9,-9,-9,,3,,
03/18/1985 13:00,3821.54,0.63,1290,56.5,0.16,0.028,2.08,0.49,84.9,-9,-9,-9,,3,,
03/19/1985 13:00,3822.54,1,1140,56.3,0.196,0.03,2.22,0.52,90.8,-9,-9,-9,,3,,
03/20/1985 13:00,3823.54,1,1010,50.6,0.199,0.021,2.33,0.55,103,-9,-9,-9,,3,,
03/21/1985 13:00,3824.54,1,909,48.2,0.212,0.037,2.38,0.66,97.2,-9,-9,-9,,3,,
03/22/1985 13:00,3825.54,1,858,28.8,0.189,0.027,2.45,0.61,103.6,-9,-9,-9,,3,,
03/23/1985 13:00,3826.54,1,808,22.1,0.198,0.061,2.27,0.58,111.8,-9,-9,-9,,3,,
03/24/1985 13:00,3827.54,0.88,1200,54.1,0.237,0.074,2.3,0.69,124.4,-9,-9,-9,,3,,
03/25/1985 07:00,3828.29,0.5,960,28.6,0.215,0.059,2,0.64,115.7,-9,-9,-9,,3,,
03/25/1985 13:00,3828.54,0.63,909,14.2,0.157,0.038,1.8,1.37,115.7,-9,-9,-9,,3,,
03/26/1985 13:00,3829.54,1,823,16.7,0.169,0.053,2.03,1.05,116.3,-9,-9,-9,,3,,
03/27/1985 13:00,3830.54,1,691,13.5,0.16,0.048,1.84,1.22,111.4,-9,-9,-9,,3,,
03/28/1985 13:00,3831.54,0.63,798,18.7,0.178,0.053,1.81,1.14,109,-9,-9,-9,,3,,
03/28/1985 19:00,3831.79,0.25,1060,146,0.315,0.043,1.79,1.53,113,-9,-9,-9,,3,,
03/29/1985 01:00,3832.04,0.25,7550,3740,3.34,0.009,1.03,6.41,67,-9,-9,-9,,3,,
03/29/1985 07:00,3832.29,0.25,9070,2020,1.53,0.003,1.03,4.79,55.4,-9,-9,-9,,3,,
03/29/1985 13:00,3832.54,0.25,8370,889,0.849,0.002,1.03,3.56,55.3,-9,-9,-9,,3,,
03/29/1985 19:00,3832.79,0.25,6080,493,0.543,0.003,1.09,2.55,62.2,-9,-9,-9,,3,,
03/30/1985 01:00,3833.04,0.25,4620,354,0.481,0.003,1.12,2.48,62.9,-9,-9,-9,,3,,
03/30/1985 07:00,3833.29,0.25,4610,329,0.439,0.006,1.16,1.97,63.7,-9,-9,-9,,3,,
03/30/1985 13:00,3833.54,0.25,4780,302,0.399,0.003,1.07,1.76,64.4,-9,-9,-9,,3,,
03/30/1985 19:00,3833.79,0.25,4280,233,0.365,0.003,1.02,1.81,63.9,-9,-9,-9,,3,,
03/31/1985 01:00,3834.04,0.25,3620,214,0.374,0.004,1.03,1.82,65.2,-9,-9,-9,,3,,
03/31/1985 07:00,3834.29,0.25,3690,238,0.344,0.004,0.98,2,68.9,-9,-9,-9,,3,,
03/31/1985 13:00,3834.54,0.25,5890,480,0.456,0.003,0.89,1.91,66.4,-9,-9,-9,,3,,
03/31/1985 19:00,3834.79,0.25,7030,535,0.573,0.003,0.87,2.56,58,-9,-9,-9,,3,,
04/01/1985 01:00,3835.04,0.25,7430,465,0.49,0.004,0.87,1.99,57,-9,-9,-9,,4,,
04/01/1985 07:00,3835.29,0.38,6690,357,0.419,0.003,0.91,1.85,56.9,-9,-9,-9,,4,,
04/01/1985 19:00,3835.79,0.63,5070,278,0.356,0.003,1.14,1.04,56.2,-9,-9,-9,,4,,
04/02/1985 13:00,3836.54,0.88,4140,198,0.32,0.003,1.18,0.95,59.9,-9,-9,-9,,4,,
04/03/1985 13:00,3837.54,1,4600,223,0.317,0.001,1.1,0.99,89.7,-9,-9,-9,,4,,
04/04/1985 13:00,3838.54,1,3750,163,0.27,0,1.14,0.93,58.4,-9,-9,-9,,4,,
04/05/1985 13:00,3839.54,1,2970,177,0.264,0.002,1.13,0.91,55.1,-9,-9,-9,,4,,
04/06/1985 13:00,3840.54,1,3030,263,0.352,0.002,1.12,1.2,67.7,-9,-9,-9,,4,,
04/07/1985 13:00,3841.54,0.88,2430,127,0.264,0.003,1.13,0.94,68.2,-9,-9,-9,,4,,
04/08/1985 07:00,3842.29,0.63,2200,118,0.226,0.004,1.23,0.87,68.4,-9,-9,-9,,4,,
04/08/1985 19:00,3842.79,0.63,2600,138,0.243,-0.007,1.29,0.75,99.8,-9,-9,-9,,4,,
04/09/1985 13:00,3843.54,0.88,2300,103,0.234,-0.004,1.38,0.76,87.2,-9,-9,-9,,4,,
04/10/1985 13:00,3844.54,1,1950,105,0.284,0.001,1.45,0.9,102.1,-9,-9,-9,,4,,
04/11/1985 13:00,3845.54,1,1890,76,0.21,0.002,1.31,0.72,86.4,-9,-9,-9,,4,,
04/12/1985 13:00,3846.54,1,1620,64.8,0.217,0.004,1.39,0.82,77.8,-9,-9,-9,,4,,
04/13/1985 13:00,3847.54,1,1400,57.7,0.2,0.002,1.58,0.74,76,-9,-9,-9,,4,,
04/14/1985 13:00,3848.54,0.88,1350,75.1,0.23,0.002,1.45,0.93,81.5,-9,-9,-9,,4,,
04/15/1985 07:00,3849.29,0.5,1220,52.2,0.188,0.003,1.42,0.83,80.5,-9,-9,-9,,4,,
04/15/1985 13:00,3849.54,0.63,1186.3,42.8,0.17,0.004,1.93,0.68,80.3,-9,-9,-9,,4,,
04/16/1985 13:00,3850.54,2,1095.1,31.7,0.218,0.048,1.94,0.77,81.1,-9,-9,-9,,4,,
04/19/1985 13:00,3853.54,2,776.3,22.8,0.201,0.057,2.32,0.95,88.7,-9,-9,-9,,4,,
04/20/1985 13:00,3854.54,1,687.5,21.7,0.198,0.061,1.85,0.92,90.2,-9,-9,-9,,4,,
04/21/1985 13:00,3855.54,0.88,627.9,17.4,0.185,0.055,1.64,0.93,92.3,-9,-9,-9,,4,,
04/22/1985 07:00,3856.29,0.5,590.4,17.9,0.193,0.054,1.72,0.93,92,-9,-9,-9,,4,,
04/22/1985 13:00,3856.54,0.63,594.8,18.3,0.19,0.015,2.18,0.85,93.9,-9,-9,-9,,4,,
04/23/1985 13:00,3857.54,1,925.6,21.2,0.182,0.034,2.09,0.78,97.2,-9,-9,-9,,4,,
04/24/1985 13:00,3858.54,1,600,23.3,0.177,0.039,1.54,0.94,91.6,-9,-9,-9,,4,,
04/25/1985 13:00,3859.54,1,841.3,25.3,0.199,0.055,1.7,0.91,103.9,-9,-9,-9,,4,,
04/26/1985 13:00,3860.54,1,452.8,19.8,0.234,0.088,2.09,0.99,109.3,-9,-9,-9,,4,,
04/27/1985 13:00,3861.54,1,469.7,14.3,0.179,0.047,1.74,1.04,105.1,-9,-9,-9,,4,,
04/28/1985 13:00,3862.54,0.88,438.4,23.9,0.183,0.034,1.72,1.11,104.9,-9,-9,-9,,4,,
04/29/1985 07:00,3863.29,0.63,408.4,15.2,0.173,0.034,1.76,1.19,105.2,-9,-9,-9,,4,,
04/29/1985 19:00,3863.79,0.75,417.5,9.4,0.136,-0.002,1.89,0.88,108.9,-9,-9,-9,,4,,
04/30/1985 19:00,3864.79,1,483.3,13.1,0.162,0.024,2.3,0.89,108.7,-9,-9,-9,,4,,
05/01/1985 19:00,3865.79,1,574,16.3,0.208,0.068,2.43,0.95,109.3,-9,-9,-9,,5,,
05/02/1985 19:00,3866.79,1,691,23.8,0.233,0.08,2.08,0.86,99.7,-9,-9,-9,,5,,
05/03/1985 19:00,3867.79,1,629,20.4,0.274,0.085,2.39,0.83,105.3,-9,-9,-9,,5,,
05/04/1985 19:00,3868.79,1,404,15.5,0.2,0.064,1.82,0.79,101.4,-9,-9,-9,,5,,
05/05/1985 19:00,3869.79,0.88,382,14.7,0.221,0.079,1.98,0.81,110.2,-9,-9,-9,,5,,
05/06/1985 13:00,3870.54,0.4,399,15.6,0.262,0.107,2.15,0.97,109.8,-9,-9,-9,,5,,
05/06/1985 14:00,3870.58,0.5,391,11.7,0.231,0.062,2.25,0.71,108.4,-9,-9,-9,,5,,
05/07/1985 13:00,3871.54,0.98,493,37.5,0.282,0.126,2.61,0.75,123.8,-9,-9,-9,,5,,
05/08/1985 13:00,3872.54,1,453,24.5,0.326,0.135,2.33,0.87,124.7,-9,-9,-9,,5,,
05/09/1985 13:00,3873.54,1,348,20.1,0.283,0.112,2.63,0.92,209,-9,-9,-9,,5,,
05/10/1985 13:00,3874.54,1,348,19.4,0.28,0.085,3.1,0.91,280,-9,-9,-9,,5,,
05/11/1985 13:00,3875.54,1,319,26.4,0.294,0.134,2.79,1.09,126.8,-9,-9,-9,,5,,
05/12/1985 13:00,3876.54,0.88,323,14.9,0.34,0.158,2.43,1.21,126.5,-9,-9,-9,,5,,
05/13/1985 07:00,3877.29,0.5,323,13.3,0.271,0.132,2.48,1.1,128.4,-9,-9,-9,,5,,
05/13/1985 13:00,3877.54,0.63,319,11.5,0.273,0.076,2.78,0.63,142.2,-9,-9,-9,,5,,
05/14/1985 13:00,3878.54,1,340,15.9,0.27,0.074,3.08,0.65,140.4,-9,-9,-9,,5,,
05/15/1985 13:00,3879.54,1,391,22.4,0.357,0.117,3.01,0.81,140.2,-9,-9,-9,,5,,
05/16/1985 13:00,3880.54,1,444,30.2,0.343,0.107,2.71,1.02,140.4,-9,-9,-9,,5,,
05/17/1985 13:00,3881.54,1,729,105,0.877,0.092,3.25,1.33,136.4,-9,-9,-9,,5,,
05/18/1985 13:00,3882.54,1,606,55.7,0.463,0.08,2.18,1.14,130.8,-9,-9,-9,,5,,
05/19/1985 13:00,3883.54,0.88,444,42.1,0.335,0.075,2.69,1.1,131.8,-9,-9,-9,,5,,
05/20/1985 07:00,3884.29,0.5,365,26.9,0.3,0.091,2.68,1.22,136,-9,-9,-9,,5,,
05/20/1985 13:00,3884.54,0.38,348,19.2,0.257,0.027,3.22,0.6,114.2,-9,-9,-9,,5,,
05/21/1985 01:00,3885.04,0.38,696,67.3,0.466,0.132,4.23,0.87,117.3,-9,-9,-9,,5,,
05/21/1985 07:00,3885.29,0.25,1190,240,0.694,0.11,3.38,1.52,113.4,-9,-9,-9,,5,,
05/21/1985 13:00,3885.54,0.25,1580,407,0.888,0.08,2.8,2.01,101.3,-9,-9,-9,,5,,
05/21/1985 19:00,3885.79,0.25,1150,303,0.957,0.136,2.91,2,103.4,-9,-9,-9,,5,,
05/22/1985 01:00,3886.04,0.38,975,180,0.997,0.207,2.43,1.52,97.1,-9,-9,-9,,5,,
05/22/1985 13:00,3886.54,0.75,676,60.5,0.348,0.105,1.89,0.72,95.5,-9,-9,-9,,5,,
05/23/1985 13:00,3887.54,1,480,31.2,0.284,0.082,2.6,0.77,106.2,-9,-9,-9,,5,,
05/24/1985 13:00,3888.54,1,426,28.9,0.294,0.08,2.99,0.81,109.3,-9,-9,-9,,5,,
05/25/1985 13:00,3889.54,1,361,16.5,0.294,0.108,3.1,0.85,111.5,-9,-9,-9,,5,,
05/26/1985 13:00,3890.54,0.88,340,10.9,0.309,0.137,3.3,1.02,112.9,-9,-9,-9,,5,,
05/27/1985 07:00,3891.29,1,361,12.6,0.239,0.089,3.56,0.96,117.7,-9,-9,-9,,5,,
05/28/1985 13:00,3892.54,0.75,4000,618,0.986,0.001,1.68,2.59,63.3,-9,-9,-9,,5,,
05/28/1985 19:00,3892.79,0.25,3290,333,0.834,0.019,1.54,1.95,63.7,-9,-9,-9,,5,,
05/29/1985 01:00,3893.04,0.25,2280,241,0.661,0.03,1.58,1.49,74.2,-9,-9,-9,,5,,
05/29/1985 07:00,3893.29,0.25,1840,181,0.572,0.049,1.7,1.22,77.9,-9,-9,-9,,5,,
05/29/1985 13:00,3893.54,0.63,1640,132,0.473,0.037,1.73,1.08,76.3,-9,-9,-9,,5,,
05/30/1985 13:00,3894.54,1,929,87.7,0.398,0.028,2.53,0.98,88.7,-9,-9,-9,,5,,
05/31/1985 13:00,3895.54,0.63,1510,256,0.614,0.039,2.19,1.34,83.8,-9,-9,-9,,5,,
05/31/1985 19:00,3895.79,0.25,1260,203,0.527,0.028,1.71,1.25,67.3,-9,-9,-9,,5,,
06/01/1985 01:00,3896.04,0.38,1470,119,0.416,0.034,1.82,1.05,77.7,-9,-9,-9,,6,,
06/01/1985 13:00,3896.54,0.75,1200,113,0.408,0.043,1.73,1.09,79.9,-9,-9,-9,,6,,
06/02/1985 13:00,3897.54,0.88,909,72.1,0.358,0.047,1.98,0.89,81.4,-9,-9,-9,,6,,
06/03/1985 07:00,3898.29,0.5,868,56.1,0.346,0.068,1.93,0.92,80.8,-9,-9,-9,,6,,
06/03/1985 13:00,3898.54,0.63,828,114,0.393,0.045,2.37,0.82,83.6,-9,-9,-9,,6,,
06/04/1985 13:00,3899.54,1,788,45.1,0.39,0.099,2.48,0.7,86,-9,-9,-9,,6,,
06/05/1985 13:00,3900.54,1,643,35.8,0.395,0.113,2.12,0.89,89.3,-9,-9,-9,,6,,
06/06/1985 13:00,3901.54,1,606,31.4,0.353,0.102,2.08,0.83,87.9,-9,-9,-9,,6,,
06/07/1985 13:00,3902.54,1,498,25.2,0.293,0.067,2.37,0.93,90.8,-9,-9,-9,,6,,
06/08/1985 13:00,3903.54,1,374,17.5,0.298,0.075,2.2,0.97,95.9,-9,-9,-9,,6,,
06/09/1985 13:00,3904.54,0.88,374,14.8,0.293,0.083,2.72,0.92,98.4,-9,-9,-9,,6,,
06/10/1985 07:00,3905.29,0.63,404,16.3,0.305,0.095,3.25,0.93,101.4,-9,-9,-9,,6,,
06/10/1985 19:00,3905.79,0.75,382,12.8,0.227,0.016,2.88,0.79,97.7,-9,-9,-9,,6,,
06/11/1985 19:00,3906.79,0.75,382,18.1,0.297,0.109,3.19,0.8,102.1,-9,-9,-9,,6,,
06/12/1985 07:00,3907.29,0.38,2200,108,0.497,0.164,3.55,1.04,98,-9,-9,-9,,6,,
06/12/1985 13:00,3907.54,0.25,1430,614,1.15,0.128,2.89,2.3,97.2,-9,-9,-9,,6,,
06/12/1985 19:00,3907.79,0.25,1350,627,0.911,0.046,1.65,2.2,59.5,-9,-9,-9,,6,,
06/13/1985 01:00,3908.04,0.25,1520,206,0.559,0.07,2.08,1.37,69.6,-9,-9,-9,,6,,
06/13/1985 07:00,3908.29,0.25,1950,176,0.415,0.063,1.9,1.07,79.1,-9,-9,-9,,6,,
06/13/1985 13:00,3908.54,0.25,2330,245,0.481,0.061,1.81,1.17,88.3,-9,-9,-9,,6,,
06/13/1985 19:00,3908.79,0.25,1730,293,0.545,0.059,1.5,1.53,82.8,-9,-9,-9,,6,,
06/14/1985 01:00,3909.04,0.25,1550,188,0.441,0.067,1.26,1.23,79.3,-9,-9,-9,,6,,
06/14/1985 07:00,3909.29,0.38,1370,105,0.346,0.067,1.29,1.11,79.4,-9,-9,-9,,6,,
06/14/1985 19:00,3909.79,0.75,1240,88.4,0.352,0.076,1.95,1.15,85.4,-9,-9,-9,,6,,
06/15/1985 19:00,3910.79,1,888,62.5,0.336,0.091,1.73,1.18,82.6,-9,-9,-9,,6,,
06/16/1985 19:00,3911.79,0.88,1100,80.9,0.357,0.104,1.91,1.03,88.6,-9,-9,-9,,6,,
06/17/1985 13:00,3912.54,0.5,960,73.9,0.361,0.123,1.8,0.93,83.6,-9,-9,-9,,6,,
06/17/1985 19:00,3912.79,0.25,898,-9,0.398,0.059,2.02,0.95,87.5,-9,-9,-9,,6,,
06/18/1985 01:00,3913.04,0.25,1340,-9,0.438,0.109,2.2,0.86,85.2,-9,-9,-9,,6,,
06/18/1985 07:00,3913.29,0.25,1480,515,0.641,0.101,2.14,1.97,84.9,-9,-9,-9,,6,,
06/18/1985 13:00,3913.54,0.25,1260,412,0.513,0.071,1.9,1.82,84.8,-9,-9,-9,,6,,
06/18/1985 19:00,3913.79,0.63,1060,179,0.504,0.124,2.17,1.12,90,-9,-9,-9,,6,,
06/19/1985 19:00,3914.79,1,808,44.9,0.438,0.125,1.91,0.71,84.3,-9,-9,-9,,6,,
06/20/1985 19:00,3915.79,1,793,42,0.438,0.136,2.67,0.72,96.6,-9,-9,-9,,6,,
06/21/1985 19:00,3916.79,0.88,643,34.1,0.429,0.155,2.1,0.71,91.9,-9,-9,-9,,6,,
06/22/1985 13:00,3917.54,0.88,653,36.2,0.441,0.147,2.21,0.66,90.4,-9,-9,-9,,6,,
06/23/1985 13:00,3918.54,0.88,634,41.9,0.456,0.163,1.99,0.8,90.8,-9,-9,-9,,6,,
06/24/1985 07:00,3919.29,0.5,578,30.6,0.374,0.146,1.94,0.73,89.3,-9,-9,-9,,6,,
06/24/1985 13:00,3919.54,0.63,551,33.3,0.374,0.12,2.34,0.75,94.7,-9,-9,-9,,6,,
06/25/1985 13:00,3920.54,1,493,23.2,0.395,0.136,3.05,0.66,97.1,-9,-9,-9,,6,,
06/26/1985 13:00,3921.54,1,471,14.3,0.359,0.143,2.48,0.7,103,-9,-9,-9,,6,,
06/27/1985 13:00,3922.54,1,365,20,0.432,0.161,2.49,0.93,109.4,-9,-9,-9,,6,,
06/28/1985 13:00,3923.54,1,382,8,0.444,0.166,2.78,0.79,114.4,-9,-9,-9,,6,,
06/29/1985 13:00,3924.54,1,295,7.9,0.429,0.191,3.65,0.78,116.4,-9,-9,-9,,6,,
06/30/1985 13:00,3925.54,0.88,283,5.5,0.48,0.215,3.69,0.93,117.6,-9,-9,-9,,6,,
07/01/1985 07:00,3926.29,0.5,307,12.1,0.423,0.155,3.62,1.05,117.8,-9,-9,-9,,7,,
07/01/1985 13:00,3926.54,0.63,267,9.3,0.343,0.188,3.77,0.77,115.8,-9,-9,-9,,7,,
07/02/1985 13:00,3927.54,1,374,19.5,0.466,0.309,4.73,0.99,115.7,-9,-9,-9,,7,,
07/03/1985 13:00,3928.54,1,408,43.3,0.48,0.281,4.02,1.07,109.3,-9,-9,-9,,7,,
07/04/1985 13:00,3929.54,1,323,15.4,0.354,0.189,2.42,0.76,90.4,-9,-9,-9,,7,,
07/05/1985 13:00,3930.54,1,295,11.5,0.343,0.226,2.92,0.76,110.1,-9,-9,-9,,7,,
07/06/1985 13:00,3931.54,1,506,46,0.558,0.415,2.46,7.31,93.1,-9,-9,-9,,7,,
07/07/1985 13:00,3932.54,0.88,404,23.2,0.429,0.305,2.42,1.31,97.5,-9,-9,-9,,7,,
07/08/1985 07:00,3933.29,0.5,357,19.2,0.438,0.589,2.75,0.96,103.6,-9,-9,-9,,7,,
07/08/1985 13:00,3933.54,0.63,357,15.2,0.304,0.267,3.52,0.9,103.9,-9,-9,-9,,7,,
07/09/1985 13:00,3934.54,0.88,524,18.2,0.372,0.301,3.67,0.76,109.3,-9,-9,-9,,7,,
07/10/1985 07:00,3935.29,0.5,569,231,0.554,0.238,2.82,1.15,103.1,-9,-9,-9,,7,,
07/10/1985 13:00,3935.54,0.25,1640,438,0.872,0.192,2.36,1.95,97.7,-9,-9,-9,,7,,
07/10/1985 19:00,3935.79,0.25,1440,787,0.854,0.074,1.84,2.59,63.9,-9,-9,-9,,7,,
07/11/1985 01:00,3936.04,0.38,950,328,0.654,0.103,2.09,1.45,66.9,-9,-9,-9,,7,,
07/11/1985 13:00,3936.54,0.75,681,80.4,0.307,0.138,2.11,0.98,84.7,-9,-9,-9,,7,,
07/12/1985 13:00,3937.54,1,435,33.2,0.263,0.163,2.46,0.81,111.9,-9,-9,-9,,7,,
07/13/1985 13:00,3938.54,1,382,29.3,0.31,0.226,3.26,0.83,105.5,-9,-9,-9,,7,,
07/14/1985 13:00,3939.54,0.75,471,35,0.302,0.219,2.94,0.87,102.2,-9,-9,-9,,7,,
07/15/1985 01:00,3940.04,0.38,898,134,0.454,0.225,2.9,1.21,99.7,-9,-9,-9,,7,,
07/15/1985 07:00,3940.29,0.25,1090,648,0.601,0.108,2.57,2.24,90.4,-9,-9,-9,,7,,
07/15/1985 13:00,3940.54,0.25,858,270,0.552,0.179,3.12,1.16,89,-9,-9,-9,,7,,
07/15/1985 19:00,3940.79,0.25,919,194,0.443,0.167,2.83,1.13,82.6,-9,-9,-9,,7,,
07/16/1985 01:00,3941.04,0.38,729,112,0.377,0.186,2.6,0.83,87.4,-9,-9,-9,,7,,
07/16/1985 13:00,3941.54,0.75,560,47.4,0.334,0.173,2.66,0.83,89.5,-9,-9,-9,,7,,
07/17/1985 13:00,3942.54,1,361,34.8,0.639,0.469,3.34,14.74,92.8,-9,-9,-9,,7,,
07/18/1985 13:00,3943.54,1,323,24,0.364,0.221,3.27,0.92,104.4,-9,-9,-9,,7,,
07/19/1985 13:00,3944.54,1,462,22.1,0.406,0.247,3.31,0.81,100,-9,-9,-9,,7,,
07/20/1985 13:00,3945.54,1,267,17.9,0.372,0.249,2.87,0.75,98.9,-9,-9,-9,,7,,
07/21/1985 13:00,3946.54,0.88,299,30.9,1.25,1.119,3.64,16.46,111.4,-9,-9,-9,,7,,
07/22/1985 07:00,3947.29,0.5,295,55,0.538,0.309,3.51,1.35,103,-9,-9,-9,,7,,
07/22/1985 13:00,3947.54,0.63,295,24.3,0.451,0.304,4.48,0.76,100.5,-9,-9,-9,,7,,
07/23/1985 13:00,3948.54,1,225,26.7,0.552,0.331,5.73,1.01,103.2,-9,-9,-9,,7,,
07/24/1985 13:00,3949.54,1,246,13.5,0.52,0.386,4.59,0.8,105.3,-9,-9,-9,,7,,
07/25/1985 13:00,3950.54,1,283,26.8,0.597,0.394,3.73,1.13,109.2,-9,-9,-9,,7,,
07/26/1985 13:00,3951.54,1,361,18.1,0.457,0.335,3.39,1,109.6,-9,-9,-9,,7,,
07/27/1985 13:00,3952.54,1,299,12.2,0.378,0.25,3.22,0.98,111.4,-9,-9,-9,,7,,
07/28/1985 13:00,3953.54,0.88,257,10.3,0.34,0.244,-9,0.9,101.7,-9,-9,-9,,7,,
07/29/1985 07:00,3954.29,0.5,203,18.2,0.385,0.247,3.21,1.01,107.9,-9,-9,-9,,7,,
07/29/1985 13:00,3954.54,0.63,203,12,0.327,0.227,3.98,0.76,109.9,-9,-9,-9,,7,,
07/30/1985 13:00,3955.54,1,295,7.4,0.508,0.37,4.43,0.78,109.3,-9,-9,-9,,7,,
07/31/1985 13:00,3956.54,1,919,222,0.626,0.232,3.07,1.38,101.4,-9,-9,-9,,7,,
08/01/1985 13:00,3957.54,1,506,27.7,0.344,0.205,2.18,0.89,80.6,-9,-9,-9,,8,,
08/02/1985 13:00,3958.54,1,253,20.3,0.29,0.158,2.61,0.89,110.7,-9,-9,-9,,8,,
08/03/1985 13:00,3959.54,1,246,17,0.433,0.304,4.58,0.9,117.8,-9,-9,-9,,8,,
08/04/1985 13:00,3960.54,0.88,243,24.8,0.433,0.313,3.83,1.08,117.6,-9,-9,-9,,8,,
08/05/1985 07:00,3961.29,0.5,243,20.8,0.347,0.277,3.45,0.87,119.5,-9,-9,-9,,8,,
08/05/1985 13:00,3961.54,0.63,260,26.3,0.412,0.235,3.87,0.86,149,-9,-9,-9,,8,,
08/06/1985 13:00,3962.54,0.88,279,25.4,0.448,0.255,4.04,0.93,165,-9,-9,-9,,8,,
08/07/1985 07:00,3963.29,0.5,426,139,0.695,0.387,3.99,1.64,171,-9,-9,-9,,8,,
08/07/1985 13:00,3963.54,0.25,662,430,0.781,0.22,3.62,1.96,149,-9,-9,-9,,8,,
08/07/1985 19:00,3963.79,0.25,1400,795,1.09,0.266,3.31,2.54,101.1,-9,-9,-9,,8,,
08/08/1985 01:00,3964.04,0.25,1030,1190,1.2,0.112,2.14,3.05,81.6,-9,-9,-9,,8,,
08/08/1985 07:00,3964.29,0.25,725,662,0.822,0.106,2.35,2.11,82.2,-9,-9,-9,,8,,
08/08/1985 13:00,3964.54,0.63,634,198,0.556,0.209,2.1,1.57,90.4,-9,-9,-9,,8,,
08/09/1985 13:00,3965.54,1,417,59,0.388,0.227,2.43,0.89,103.6,-9,-9,-9,,8,,
08/10/1985 13:00,3966.54,1,299,43.9,0.459,0.282,3.15,1.28,110.6,-9,-9,-9,,8,,
08/11/1985 13:00,3967.54,0.88,283,31.3,0.437,0.274,3.45,1.13,113,-9,-9,-9,,8,,
08/12/1985 07:00,3968.29,0.75,283,48,0.39,0.233,3.82,0.97,114.6,-9,-9,-9,,8,,
08/13/1985 01:00,3969.04,0.63,246,24.9,0.326,0.2,4.04,0.75,116.2,-9,-9,-9,,8,,
08/13/1985 13:00,3969.54,0.75,267,25.9,0.373,0.251,5.2,0.8,118.3,-9,-9,-9,,8,,
08/14/1985 13:00,3970.54,1,307,26.4,0.464,0.34,3.8,0.83,116.9,-9,-9,-9,,8,,
08/15/1985 13:00,3971.54,0.63,348,27.6,0.27,0.198,4.12,0.74,113.2,-9,-9,-9,,8,,
08/15/1985 19:00,3971.79,0.25,462,240,0.421,0.192,4.03,1.05,111.1,-9,-9,-9,,8,,
08/16/1985 01:00,3972.04,0.25,1910,1120,0.913,0.096,2.09,2.97,82.1,-9,-9,-9,,8,,
08/16/1985 07:00,3972.29,0.25,2620,1110,1.22,0.081,1.53,3.49,55.1,-9,-9,-9,,8,,
08/16/1985 13:00,3972.54,0.63,1520,414,0.774,0.108,2.08,1.78,75.8,-9,-9,-9,,8,,
08/17/1985 13:00,3973.54,1,606,97.3,0.352,0.137,2.44,0.88,88.3,-9,-9,-9,,8,,
08/18/1985 13:00,3974.54,0.88,453,49.7,0.233,0.112,2.62,1.25,92.5,-9,-9,-9,,8,,
08/19/1985 07:00,3975.29,1,357,57.6,0.241,0.036,2.9,2.3,104,-9,-9,-9,,8,,
08/20/1985 13:00,3976.54,1.13,319,32.8,0.24,0.148,6.13,0.68,106.7,-9,-9,-9,,8,,
08/21/1985 13:00,3977.54,1,299,23,0.243,0.157,4.55,0.52,110.6,-9,-9,-9,,8,,
08/22/1985 13:00,3978.54,1,243,18,0.276,0.187,4.3,0.94,114.6,-9,-9,-9,,8,,
08/23/1985 13:00,3979.54,1,243,17,0.246,0.166,5,0.92,107.7,-9,-9,-9,,8,,
08/24/1985 13:00,3980.54,1,253,13.4,0.192,0.117,4.65,0.55,108,-9,-9,-9,,8,,
08/25/1985 13:00,3981.54,0.63,471,22.3,0.23,0.146,3.5,0.67,112.3,-9,-9,-9,,8,,
08/25/1985 19:00,3981.79,0.25,357,13.2,0.222,0.148,4.07,0.57,76,-9,-9,-9,,8,,
08/26/1985 01:00,3982.04,0.25,939,546,0.729,0.125,3.18,1.94,81.3,-9,-9,-9,,8,,
08/26/1985 07:00,3982.29,1.38,453,308,0.45,0.092,2.57,1.5,104.8,-9,-9,-9,,8,,
08/28/1985 19:00,3984.79,1.5,253,23.3,0.301,0.21,3.49,0.71,110.2,-9,-9,-9,,8,,
08/29/1985 07:00,3985.29,0.75,267,29.3,0.281,0.172,4.05,0.65,112,-9,-9,-9,,8,,
08/30/1985 07:00,3986.29,0.88,374,88.3,0.33,0.195,3.44,0.82,110.8,-9,-9,-9,,8,,
