Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ¦Ìmho","Future, NA",Month
3/24/2019 12:00,,0.83,27.6,19.354,0.058,0.012,1.58,0.668,133.3,43.4,5.17,963,,3
3/25/2019 04:00,,0.45,26.8,26.466,0.055,0.013,1.54,0.644,134.1,44.0,5.14,971,,3
3/25/2019 09:35,,0.17,26.3,18.558,0.039,0.006,1.75,0.68,135.7,45.7,4.77,980,,3
3/25/2019 12:00,,0.55,26.3,15.519,0.055,0.014,1.86,0.604,138.4,48.8,5.32,972,,3
3/26/2019 12:00,,0.83,23.8,18.929,0.052,0.013,1.37,0.629,136.2,45.4,4.89,977,,3
3/27/2019 04:00,,0.67,23.1,25.016,0.058,0.011,1.27,0.579,139.6,45.5,4.69,982,,3
3/28/2019 20:00,,0.67,22.1,21.067,0.062,0.015,1.26,0.549,138.1,45.4,4.65,972,,3
3/29/2019 12:00,,0.67,28.2,26.498,0.063,0.010,1.20,0.589,134.9,44.6,4.24,985,,3
3/30/2019 04:00,,0.67,31.5,29.231,0.057,0.008,1.11,0.633,135.3,44.4,3.81,986,,3
4/1/2019 10:09,,0.67,231.0,27.303,0.084,0.009,2.77,1.015,98.1,34.1,7.43,773,,4
4/1/2019 12:00,,0.21,234.0,91.100,0.123,0.013,2.25,0.881,103.1,32.6,7.04,807,,4
4/1/2019 20:00,,0.33,229.0,39.200,0.080,0.015,2.35,0.833,106.6,35.0,7.14,828,,4
4/2/2019 04:00,,0.33,201.0,34.100,0.077,0.010,2.31,0.742,110.4,36.0,7.03,851,,4
4/2/2019 12:00,,0.67,165.0,25.400,0.073,0.015,2.32,0.802,112.0,36.9,6.67,864,,4
4/3/2019 12:00,,1.00,74.8,28.300,0.064,0.008,2.04,0.77,118.6,39.8,6.20,898,,4
4/4/2019 12:00,,1.00,49.2,24.900,0.059,0.007,1.83,0.697,124.9,40.5,5.72,928,,4
4/5/2019 12:00,,1.00,40.4,35.000,0.065,0.009,1.87,0.675,126.8,41.4,5.80,941,,4
4/6/2019 12:00,,1.00,36.4,22.700,0.050,0.009,1.70,0.695,127.4,41.8,4.74,942,,4
4/7/2019 12:00,,0.83,33.4,30.900,0.056,0.010,1.44,0.64,128.0,40.4,4.33,952,,4
4/8/2019 04:00,,0.45,37.0,21.100,0.054,0.012,1.33,0.719,141.0,40.2,4.16,984,,4
4/8/2019 09:28,,0.17,34.8,38.100,0.065,0.010,1.44,0.665,132.2,41.0,4.16,946,,4
4/8/2019 12:00,,0.55,34.8,18.055,0.053,0.014,1.34,0.661,133.9,40.2,4.17,961,,4
4/9/2019 12:00,,1.00,31.8,12.203,0.051,0.003,1.16,0.661,125.5,37.7,3.70,966,,4
4/10/2019 12:00,,0.83,28.1,8.748,0.048,0.012,1.13,0.571,133.2,39.9,3.66,967,,4
4/11/2019 04:00,,0.67,26.8,15.060,0.054,0.012,1.08,0.584,135.1,39.8,3.82,972,,4
4/15/2019 07:47,,0.33,52.1,5.917,0.064,0.029,1.15,0.703,125.6,34.7,6.18,885,,4
4/15/2019 12:00,,0.59,49.9,11.800,0.069,0.010,1.16,0.794,121.7,34.3,6.28,888,,4
4/16/2019 12:00,,1.00,42.5,19.800,0.070,0.011,1.18,0.692,125.8,37.3,4.99,929,,4
4/17/2019 12:00,,1.00,33.9,12.300,0.071,0.020,1.03,0.734,129.2,37.8,3.78,953,,4
4/18/2019 12:00,,1.00,31.5,9.300,0.067,0.013,0.99,0.68,134.1,38.3,3.79,971,,4
4/19/2019 12:00,,0.67,119.0,26.000,0.118,0.023,1.10,0.836,113.3,27.8,5.94,822,,4
4/19/2019 20:00,,0.33,126.0,42.000,0.115,0.025,1.29,0.812,96.6,27.6,6.96,770,,4
4/20/2019 04:00,,0.33,123.0,37.000,0.130,0.024,1.37,0.792,98.4,29.7,7.12,790,,4
4/20/2019 12:00,,0.33,210.0,66.900,0.162,0.021,0.71,0.731,79.2,21.1,5.39,620,,4
4/20/2019 20:00,,0.33,362.0,60.400,0.183,0.020,1.02,0.967,66.9,19.5,6.23,582,,4
4/21/2019 04:00,,0.33,374.0,311.500,0.357,0.033,0.89,1.241,60.8,19.5,6.58,555,,4
4/21/2019 12:00,,0.33,288.0,359.500,0.380,0.033,1.30,1.414,66.4,22.8,6.95,607,,4
4/21/2019 20:00,,0.33,298.0,636.100,0.588,0.030,1.66,1.816,70.1,24.7,7.27,627,,4
4/22/2019 04:00,,0.29,334.0,292.600,0.340,0.033,1.79,1.533,74.9,26.2,7.34,659,,4
4/22/2019 09:45,,0.33,336.0,24.700,0.116,0.021,1.95,0.77,80.1,28.4,7.81,686,,4
4/29/2019 12:00,,0.33,162.0,68.136,0.126,0.021,1.59,0.537,88.5,30.7,7.14,770,,4
4/29/2019 20:00,,0.33,190.0,95.333,0.211,0.017,1.43,0.798,78.9,27.8,5.97,682,,4
4/30/2019 04:00,,0.33,193.0,60.869,0.086,0.017,1.57,0.697,91.7,30.1,6.96,758,,4
4/30/2019 12:00,,0.33,171.0,30.982,0.080,0.024,1.95,0.672,83.9,39.3,7.27,732,,4
4/30/2019 20:00,,0.33,157.0,35.839,0.076,0.019,2.07,0.616,94.3,39.6,7.25,757,,4
5/1/2019 04:00,,0.33,172.0,50.000,0.101,0.012,1.63,0.72,96.5,32.3,7.22,746,,5
5/1/2019 12:00,,0.33,190.0,87.898,0.082,0.022,1.59,0.683,82.1,30.2,7.35,723,,5
5/1/2019 20:00,,0.33,199.0,58.421,0.082,0.022,1.60,0.684,84.6,31.0,7.36,733,,5
5/2/2019 04:00,,0.33,205.0,107.770,0.091,0.021,1.93,0.715,91.1,32.5,7.21,754,,5
5/2/2019 12:00,,0.33,206.0,50.477,0.083,0.025,1.76,0.723,93.8,33.1,7.27,770,,5
5/2/2019 20:00,,0.33,204.0,84.314,0.072,0.019,1.75,0.628,96.9,34.1,7.25,783,,5
5/3/2019 04:00,,0.33,197.0,128.180,0.073,0.013,1.65,0.744,107.5,35.0,6.81,820,,5
5/3/2019 12:00,,0.67,191.0,118.810,0.076,0.021,1.68,0.673,102.7,34.6,7.06,800,,5
5/4/2019 12:00,,1.00,162.0,77.313,0.068,0.021,1.74,0.683,99.8,34.9,7.44,809,,5
5/5/2019 12:00,,0.83,107.0,63.770,0.073,0.015,1.68,0.575,106.7,36.6,6.78,844,,5
5/6/2019 04:00,,0.45,76.4,82.084,0.086,0.016,1.57,0.596,110.2,37.9,6.06,850,,5
5/6/2019 09:36,,0.17,69.8,9.550,0.060,0.016,1.50,0.48,110.4,36.8,6.09,862,,5
5/6/2019 12:00,,0.55,66.0,48.209,0.074,0.019,1.75,0.64,108.2,40.4,6.19,870,,5
5/7/2019 12:00,,1.00,51.5,85.654,0.081,0.019,1.46,0.71,110.4,39.4,5.72,890,,5
5/8/2019 12:00,,1.00,44.3,37.187,0.073,0.014,1.47,0.643,112.9,39.7,6.10,900,,5
5/9/2019 12:00,,0.83,42.1,48.634,0.071,0.013,1.44,0.678,115.6,40.1,5.73,902,,5
5/10/2019 04:00,,0.50,90.1,155.470,0.160,0.019,0.96,0.968,82.2,27.5,4.63,662,,5
5/10/2019 12:00,,0.33,115.0,98.822,0.116,0.025,1.48,0.891,100.8,32.8,6.55,797,,5
5/10/2019 20:00,,0.33,119.0,113.840,0.099,0.021,1.39,0.802,89.2,31.2,7.04,761,,5
5/11/2019 04:00,,0.33,114.0,98.908,0.145,0.027,1.43,0.787,93.7,33.1,7.00,800,,5
5/11/2019 12:00,,0.67,95.6,71.927,0.083,0.020,1.48,0.744,98.7,35.0,6.98,832,,5
5/12/2019 12:00,,0.83,52.7,72.289,0.090,0.019,1.49,0.734,108.5,37.3,6.27,870,,5
5/13/2019 04:00,,0.43,77.2,75.866,0.099,0.029,1.28,0.767,99.6,33.3,6.06,805,,5
5/13/2019 08:24,,0.17,95.0,25.712,0.090,0.023,1.44,0.731,106.7,34.0,6.45,820,,5
5/13/2019 12:00,,0.24,108.0,27.535,0.091,0.019,1.40,0.832,84.7,30.9,6.40,720,,5
5/13/2019 20:00,,0.33,109.0,32.450,0.091,0.018,1.47,0.872,86.3,31.1,7.31,752,,5
5/14/2019 04:00,,0.33,103.0,24.725,0.092,0.015,1.52,0.795,89.1,32.6,7.55,775,,5
5/14/2019 12:00,,0.67,93.2,13.698,0.070,0.014,1.54,0.783,93.3,34.2,7.56,801,,5
5/15/2019 12:00,,1.00,58.2,25.641,0.074,0.010,1.48,0.734,105.5,37.2,6.53,849,,5
5/16/2019 12:00,,1.00,42.9,17.894,0.071,0.018,1.38,0.692,109.9,38.7,5.85,872,,5
5/17/2019 12:00,,1.00,37.9,15.364,0.065,0.016,1.29,0.708,113.7,39.2,5.32,888,,5
5/18/2019 12:00,,1.00,41.8,59.202,0.099,0.013,1.15,0.812,102.8,34.6,5.51,808,,5
5/19/2019 12:00,,0.83,38.3,40.287,0.106,0.014,1.17,0.766,108.1,36.3,5.83,851,,5
5/20/2019 04:00,,0.46,100.0,152.140,0.253,0.019,1.15,1.235,66.2,24.0,6.53,614,,5
5/20/2019 10:01,,0.17,91.8,31.123,0.132,0.035,1.16,1.032,69.8,24.6,7.27,635,,5
5/20/2019 12:00,,0.54,90.5,55.631,0.133,0.026,1.29,0.937,71.0,25.2,7.94,663,,5
5/21/2019 12:00,,1.00,68.8,20.584,0.079,0.017,1.53,0.797,91.4,33.2,8.12,794,,5
5/22/2019 12:00,,1.00,53.9,19.502,0.075,0.011,1.46,0.796,96.7,34.5,7.15,800,,5
5/23/2019 12:00,,1.00,58.6,35.286,0.098,0.019,1.27,0.756,85.0,31.2,6.68,724,,5
5/24/2019 12:00,,1.00,54.3,21.394,0.077,0.109,1.34,0.693,91.9,33.1,7.44,795,,5
5/25/2019 12:00,,1.00,42.3,18.554,0.079,0.018,1.42,0.782,113.2,35.8,7.44,888,,5
5/26/2019 12:00,,1.00,47.6,33.242,0.096,0.025,1.39,0.773,91.0,31.6,6.72,768,,5
5/27/2019 12:00,,0.95,54.6,25.659,0.095,0.026,1.36,0.761,92.6,31.0,7.77,788,,5
5/28/2019 09:24,,0.50,73.6,26.351,0.103,0.028,1.43,0.836,105.4,32.4,7.46,820,,5
5/28/2019 12:00,,0.22,76.4,30.407,0.100,0.021,1.53,0.887,110.0,33.2,7.48,847,,5
5/28/2019 20:00,,0.33,78.0,27.991,0.099,0.021,1.42,0.902,86.1,28.2,7.76,755,,5
5/29/2019 04:00,,0.33,126.0,93.333,0.186,0.019,0.88,1.083,60.1,18.9,5.03,515,,5
5/29/2019 12:00,,0.33,126.0,66.260,0.169,0.027,1.34,1.078,79.3,24.5,7.33,689,,5
5/29/2019 20:00,,0.33,122.0,37.948,0.129,0.026,1.39,1.034,73.5,25.0,8.22,694,,5
5/30/2019 04:00,,0.33,122.0,26.779,0.110,0.031,1.45,0.817,82.8,28.2,8.55,747,,5
5/30/2019 12:00,,0.67,123.0,19.280,0.095,0.024,1.48,0.895,90.2,30.5,8.74,788,,5
5/31/2019 12:00,,1.00,123.0,23.082,0.107,0.032,1.23,0.894,87.5,29.7,8.55,781,,5
6/1/2019 12:00,,0.83,52.5,75.522,0.187,0.035,1.35,1.009,98.4,33.4,8.47,829,,6
6/2/2019 04:00,,0.50,198.0,193.350,0.428,0.053,1.08,1.832,62.7,18.5,6.75,572,,6
6/2/2019 12:00,,0.33,229.0,134.540,0.333,0.067,1.09,1.373,48.1,16.1,7.51,517,,6
6/2/2019 20:00,,0.33,205.0,106.250,0.260,0.053,1.29,1.269,57.0,20.7,8.39,591,,6
6/3/2019 04:00,,0.29,208.0,147.720,0.271,0.047,1.42,1.260,62.8,23.5,8.52,639,,6
6/3/2019 09:53,,0.17,220.0,25.232,0.161,0.044,1.57,1.029,68.1,25.1,8.97,663,,6
6/3/2019 12:00,,0.54,223.0,55.817,0.169,0.041,1.47,0.988,69.1,23.9,9.39,682,,6
6/4/2019 12:00,,0.67,192.0,51.232,0.140,0.028,1.57,0.881,85.3,29.9,9.17,780,,6
6/4/2019 20:00,,0.33,135.0,43.335,0.118,0.026,1.51,0.807,89.6,30.2,9.29,797,,6
6/5/2019 04:00,,0.33,76.8,58.106,0.137,0.044,1.49,0.869,92.2,30.7,9.00,813,,6
6/5/2019 12:00,,0.67,122.0,227.420,0.306,0.028,1.04,1.316,67.2,21.6,7.08,612,,6
6/6/2019 12:00,,1.00,115.0,105.710,0.207,0.031,1.25,0.923,74.5,24.2,9.29,715,,6
6/7/2019 12:00,,1.00,84.9,98.808,0.197,0.029,1.32,0.869,86.4,28.1,9.47,794,,6
6/8/2019 12:00,,1.00,45.9,145.550,0.211,0.032,1.29,0.936,95.2,30.5,9.43,829,,6
6/9/2019 12:00,,0.83,37.1,90.120,0.155,0.021,1.20,0.846,95.5,30.7,8.48,833,,6
6/10/2019 04:00,,0.41,35.4,98.172,0.145,0.019,1.15,0.843,98.6,31.0,8.63,842,,6
6/10/2019 07:29,,0.17,35.1,14.593,0.092,0.037,1.22,0.732,106.1,33.8,8.96,850,,6
6/10/2019 12:00,,0.59,37.0,76.100,0.165,0.021,1.10,0.783,101.6,33.8,9.01,865,,6
6/11/2019 12:00,,1.00,34.2,52.700,0.122,0.021,1.05,0.759,96.5,34.1,9.23,846,,6
6/12/2019 12:00,,1.00,29.4,37.400,0.121,0.019,0.99,0.688,99.5,35.0,8.66,871,,6
6/13/2019 12:00,,0.67,28.8,74.100,0.166,0.022,0.99,0.885,103.3,35.9,8.42,870,,6
6/13/2019 20:00,,0.33,73.0,42.800,0.236,0.032,0.54,0.872,67.4,21.0,5.58,566,,6
6/14/2019 04:00,,0.33,44.9,92.600,0.193,0.029,0.82,0.988,98.3,34.1,7.76,790,,6
6/14/2019 12:00,,0.67,44.3,86.800,0.166,0.024,0.93,0.831,87.8,32.5,8.58,786,,6
6/15/2019 12:00,,0.67,57.5,84.300,0.149,0.017,0.97,0.806,94.6,33.6,8.59,833,,6
6/15/2019 20:00,,0.33,62.1,221.400,0.297,0.030,0.79,1.080,82.4,28.0,7.22,716,,6
6/16/2019 04:00,,0.33,56.2,222.900,0.300,0.025,0.87,0.967,103.1,32.6,8.47,838,,6
6/16/2019 12:00,,0.33,84.5,232.500,0.297,0.032,0.80,1.004,72.6,25.2,7.56,655,,6
6/16/2019 20:00,,0.33,98.3,131.500,0.400,0.026,1.06,1.138,80.8,28.8,8.55,755,,6
6/17/2019 04:00,,0.29,112.0,134.800,0.222,0.024,1.25,0.973,77.1,29.3,9.29,750,,6
6/17/2019 09:43,,0.17,118.0,18.300,0.101,0.015,1.17,0.786,73.5,27.7,10.01,748,,6
6/17/2019 12:00,,0.55,121.0,23.800,0.107,0.005,1.42,0.786,83.3,27.2,9.32,761,,6
6/18/2019 12:00,,1.00,117.0,15.800,0.085,0.011,1.50,0.818,94.3,31.3,9.35,820,,6
6/19/2019 12:00,,0.83,42.6,22.600,0.096,0.017,1.47,0.742,102.9,34.4,9.21,858,,6
6/20/2019 04:00,,0.50,31.3,30.800,0.103,0.021,1.42,0.742,107.7,35.8,9.04,869,,6
6/20/2019 12:00,,0.33,41.0,40.100,0.120,0.017,1.17,0.740,90.4,28.5,7.36,750,,6
6/20/2019 20:00,,0.33,58.3,54.700,0.143,0.018,0.96,0.834,86.0,24.4,6.75,696,,6
6/21/2019 04:00,,0.33,58.2,52.100,0.141,0.022,1.19,0.820,85.2,26.2,8.44,747,,6
6/21/2019 12:00,,0.67,61.1,42.800,0.121,0.023,1.29,0.861,75.0,24.9,8.59,722,,6
6/22/2019 12:00,,1.00,53.7,41.100,0.102,0.018,1.34,0.749,90.8,29.2,9.08,813,,6
6/23/2019 12:00,,0.83,30.0,38.200,0.106,0.020,1.30,0.777,101.5,31.1,8.74,863,,6
6/24/2019 04:00,,0.45,24.3,49.000,0.123,0.017,1.27,0.911,104.8,32.0,8.43,877,,6
6/24/2019 09:24,,0.33,23.9,52.400,0.123,0.028,1.32,0.874,112.7,33.9,8.94,879,,6
7/1/2019 12:00,,1.00,15.2,23.974,0.110,0.027,0.72,0.649,155.4,40.4,8.66,962,,7
7/2/2019 12:00,,0.67,14.6,21.045,0.097,0.034,0.68,0.616,159.8,39.8,8.77,975,,7
7/2/2019 20:00,,0.33,16.1,30.065,0.125,0.010,0.93,1.646,118.1,30.3,6.48,738,,7
7/3/2019 04:00,,0.33,18.7,21.875,0.104,0.027,0.71,0.960,131.5,32.2,7.29,796,,7
7/3/2019 12:00,,0.33,15.2,23.316,0.099,0.035,0.70,0.749,139.4,34.7,8.26,855,,7
7/3/2019 20:00,,0.33,112.0,233.760,0.593,0.095,0.48,1.590,64.4,14.0,5.03,444,,7
7/4/2019 04:00,,0.33,163.0,120.810,0.360,0.124,0.56,1.279,49.2,10.4,5.64,384,,7
7/4/2019 12:00,,0.33,54.9,152.640,0.317,0.069,1.04,1.069,85.8,21.9,7.20,597,,7
7/4/2019 20:00,,0.33,39.2,180.040,0.313,0.059,1.22,1.048,78.1,25.9,7.75,603,,7
7/5/2019 04:00,,0.33,101.0,264.680,0.681,0.081,1.23,1.756,71.1,22.6,7.52,554,,7
7/5/2019 12:00,,0.67,65.8,263.330,0.395,0.063,1.85,1.469,72.5,26.1,8.43,595,,7
7/6/2019 12:00,,1.00,35.0,407.650,0.333,0.052,1.32,1.176,104.6,32.6,10.00,782,,7
7/7/2019 12:00,,0.83,50.3,283.810,0.263,0.058,0.92,0.974,84.6,24.1,8.25,633,,7
7/8/2019 04:00,,0.46,52.4,367.530,0.299,0.049,0.97,0.995,106.2,30.3,10.16,775,,7
7/8/2019 10:09,,0.17,63.5,429.880,0.708,0.043,0.91,2.002,101.3,29.9,10.00,766,,7
7/8/2019 12:00,,0.21,67.8,33.940,0.131,0.044,1.02,0.739,84.7,27.1,9.98,764,,7
7/8/2019 20:00,,0.33,78.0,163.050,0.169,0.041,1.14,0.854,84.7,27.5,10.14,765,,7
7/9/2019 04:00,,0.33,81.8,103.350,0.156,0.043,1.48,0.861,86.2,27.3,9.97,766,,7
7/9/2019 12:00,,0.67,71.0,129.630,0.198,0.046,1.42,0.822,93.9,28.9,10.32,798,,7
7/10/2019 12:00,,1.00,22.1,187.420,0.294,0.040,1.14,0.811,108.9,31.6,9.93,866,,7
7/11/2019 12:00,,1.00,19.3,343.930,0.487,0.054,0.94,1.399,116.4,31.5,9.94,894,,7
7/12/2019 12:00,,1.00,17.9,348.870,0.716,0.054,0.81,1.609,124.3,32.7,10.13,925,,7
7/13/2019 12:00,,1.00,16.7,502.560,1.061,0.052,0.73,2.197,131.2,33.9,9.99,956,,7
7/14/2019 12:00,,0.83,16.1,463.340,1.002,0.057,0.69,1.660,134.7,34.0,9.88,969,,7
7/15/2019 04:00,,0.44,17.3,470.740,1.003,0.062,0.57,1.678,137.7,33.2,10.04,972,,7
7/15/2019 09:00,,0.17,17.0,7.719,0.162,0.071,0.62,0.882,116.5,32.5,8.68,847,,7
7/15/2019 12:00,,0.56,16.1,45.482,0.187,0.066,0.32,0.807,116.7,33.9,8.72,848,,7
7/16/2019 12:00,,1.00,16.7,99.544,0.294,0.050,0.27,1.164,140.4,37.0,9.64,952,,7
7/17/2019 12:00,,1.00,21.2,148.440,0.474,0.066,0.22,1.317,111.0,27.5,9.27,808,,7
7/18/2019 12:00,,1.00,20.0,291.880,0.935,0.075,0.18,1.739,92.7,21.3,9.84,722,,7
7/19/2019 12:00,,1.00,27.8,262.170,0.710,0.080,0.17,1.844,102.3,21.7,10.23,750,,7
7/20/2019 12:00,,1.00,18.7,183.260,0.573,0.082,0.17,1.491,97.4,22.8,10.45,755,,7
7/21/2019 12:00,,0.83,16.4,236.460,0.849,0.096,0.16,1.679,118.1,24.3,11.42,857,,7
7/22/2019 04:00,,0.44,25.8,326.270,0.833,0.173,0.10,2.281,76.2,14.1,8.36,587,,7
7/22/2019 09:18,,0.17,28.9,104.720,0.377,0.095,0.17,0.347,99.9,22.4,9.24,718,,7
7/22/2019 12:00,,0.22,26.8,39.794,0.275,0.087,0.28,0.801,114.6,24.9,9.15,779,,7
7/22/2019 20:00,,0.33,23.1,30.221,0.258,0.143,0.35,0.886,84.6,19.0,9.30,669,,7
7/23/2019 04:00,,0.33,34.5,36.893,0.238,0.085,0.41,0.933,92.4,22.1,9.60,719,,7
7/23/2019 12:00,,0.67,36.7,85.989,0.343,0.067,0.36,1.109,102.1,24.5,10.02,773,,7
7/24/2019 12:00,,1.00,18.7,103.590,0.401,0.051,0.40,1.085,115.3,28.6,8.88,840,,7
7/25/2019 12:00,,1.00,16.4,80.939,0.303,0.054,0.41,0.919,110.9,27.2,8.79,832,,7
7/26/2019 12:00,,1.00,15.5,101.350,0.486,0.060,0.29,1.216,127.0,29.1,9.08,900,,7
7/27/2019 12:00,,1.00,14.9,130.400,0.688,0.058,0.23,1.613,132.3,29.2,9.03,945,,7
7/28/2019 12:00,,0.83,14.3,129.350,0.923,0.067,0.24,1.745,142.0,30.9,9.23,970,,7
7/29/2019 04:00,,0.45,14.3,161.540,0.824,0.072,0.23,1.895,141.2,30.8,9.20,976,,7
7/29/2019 09:45,,0.17,14.3,9.682,0.213,-9.000,0.25,0.844,146.2,30.6,9.61,981,,7
7/29/2019 12:00,,0.55,14.3,17.566,0.218,0.073,0.29,0.863,145.7,28.6,9.40,990,,7
7/30/2019 12:00,,1.00,16.0,45.714,0.286,0.072,0.23,1.063,139.5,27.6,9.21,942,,7
7/31/2019 12:00,,1.00,16.5,92.348,0.307,0.086,0.25,0.971,121.6,22.6,9.63,876,,7
8/1/2019 12:00,,1.00,15.3,102.460,0.386,0.068,0.17,1.183,135.1,26.1,9.91,937,,8
8/2/2019 12:00,,1.00,14.6,195.070,0.469,0.059,0.20,1.208,144.8,28.3,9.55,980,,8
8/3/2019 12:00,,1.00,14.3,362.450,0.562,0.057,0.26,1.071,153.3,30.7,9.34,1013,,8
8/4/2019 12:00,,0.83,14.2,520.970,0.671,0.057,0.34,1.222,156.3,32.4,9.04,1032,,8
8/5/2019 04:00,,0.44,15.0,322.010,0.407,0.058,0.43,1.081,137.6,29.2,8.24,920,,8
8/5/2019 09:01,,0.17,14.8,13.377,0.168,0.073,0.42,0.815,124.2,26.3,8.38,847,,8
8/5/2019 12:00,,0.56,14.6,259.670,0.572,0.072,0.40,1.184,126.6,27.7,8.86,887,,8
8/6/2019 12:00,,1.00,13.9,125.420,0.310,0.079,0.37,0.796,151.1,32.8,9.42,999,,8
8/7/2019 12:00,,1.00,26.8,176.310,0.560,0.155,0.38,1.330,133.1,31.6,9.18,858,,8
8/8/2019 12:00,,1.00,19.1,210.690,0.650,0.147,0.32,1.244,114.8,24.9,9.77,819,,8
8/9/2019 12:00,,1.00,15.2,205.070,0.720,0.088,0.22,1.541,133.2,28.1,10.43,915,,8
8/10/2019 12:00,,1.00,14.4,243.130,0.769,0.068,0.22,1.390,147.1,31.2,10.49,974,,8
8/11/2019 12:00,,0.83,14.2,163.770,0.628,0.069,0.17,1.799,155.5,31.5,10.71,1014,,8
8/12/2019 04:00,,0.44,14.2,246.760,0.838,0.072,0.26,1.742,155.5,33.2,10.17,1025,,8
8/12/2019 09:02,,0.17,14.2,2.049,0.231,0.080,0.19,0.835,159.4,32.6,10.56,1034,,8
8/12/2019 12:00,,0.56,14.2,29.100,0.251,0.056,0.05,0.794,157.9,32.5,9.66,1040,,8
8/13/2019 12:00,,1.00,16.9,62.400,0.397,0.149,0.02,0.899,115.0,20.3,8.84,788,,8
8/14/2019 12:00,,1.00,19.9,104.100,0.561,0.177,0.11,1.042,63.3,18.8,8.69,566,,8
8/15/2019 12:00,,1.00,14.1,95.800,0.581,0.087,0.08,1.143,93.6,28.8,10.31,751,,8
8/16/2019 12:00,,0.67,13.8,165.800,0.803,0.059,0.06,1.315,118.9,34.3,10.76,883,,8
8/16/2019 20:00,,0.33,13.8,142.600,0.653,0.049,0.04,1.182,117.9,32.9,10.61,886,,8
8/17/2019 04:00,,0.33,12.2,115.900,0.588,0.058,0.03,1.127,125.6,31.9,10.48,912,,8
8/17/2019 12:00,,0.67,12.7,132.400,0.718,0.068,0.05,1.117,130.9,33.5,11.03,934,,8
8/18/2019 12:00,,0.67,12.4,377.700,0.812,0.065,0.07,1.281,129.9,30.5,10.73,935,,8
8/18/2019 20:00,,0.33,17.6,393.000,0.977,0.087,0.02,1.263,97.5,19.3,8.97,703,,8
8/19/2019 04:00,,0.28,66.2,231.900,0.767,0.216,0.02,1.505,68.9,10.2,8.75,550,,8
8/19/2019 09:25,,0.17,62.7,13.300,0.363,0.191,0.01,1.451,63.4,11.7,8.41,526,,8
8/19/2019 12:00,,0.22,51.2,36.825,0.325,0.150,0.26,0.667,54.2,13.5,7.65,498,,8
8/19/2019 20:00,,0.33,48.8,24.120,0.318,0.177,0.16,0.844,66.6,15.8,9.22,581,,8
8/20/2019 04:00,,0.33,69.8,43.832,0.314,0.170,0.34,0.780,65.3,18.1,9.78,604,,8
8/20/2019 12:00,,0.33,90.5,101.770,0.365,0.091,0.44,0.883,63.5,19.1,9.90,592,,8
8/20/2019 20:00,,0.33,101.0,106.100,0.474,0.190,0.16,1.002,55.3,11.1,9.55,533,,8
8/21/2019 04:00,,0.33,94.4,168.360,0.678,0.179,0.24,1.217,51.3,12.3,8.85,500,,8
8/21/2019 12:00,,0.33,90.1,125.880,0.561,0.169,0.34,1.037,50.5,15.7,9.61,515,,8
8/21/2019 20:00,,0.33,94.7,110.310,0.496,0.101,0.43,1.352,53.8,18.4,9.83,560,,8
8/22/2019 04:00,,0.33,91.0,99.512,0.373,0.098,0.63,0.969,58.0,20.8,9.26,580,,8
8/22/2019 12:00,,0.67,78.8,112.970,0.328,0.097,0.82,0.909,71.4,24.9,9.93,652,,8
8/23/2019 12:00,,1.00,29.6,118.020,0.288,0.074,0.86,0.950,83.4,27.7,10.55,753,,8
8/24/2019 12:00,,1.00,19.0,229.870,0.594,0.054,0.58,1.458,94.7,28.5,10.72,807,,8
8/25/2019 12:00,,0.83,15.2,162.830,0.597,0.039,0.48,1.246,101.7,29.8,10.29,847,,8
8/26/2019 04:00,,0.45,14.1,200.000,0.742,0.036,0.43,1.227,108.5,30.0,10.28,880,,8
8/26/2019 09:45,,0.17,14.1,14.160,0.202,0.029,0.43,0.895,114.4,30.9,11.00,885,,8
8/26/2019 12:00,,0.55,12.7,43.052,0.224,0.038,0.33,0.933,114.4,33.3,10.42,888,,8
8/27/2019 12:00,,1.00,29.6,241.870,0.701,0.044,0.24,1.505,88.9,24.1,9.02,701,,8
8/28/2019 12:00,,1.00,20.3,234.710,0.443,0.009,0.21,1.119,89.6,27.2,10.56,761,,8
8/29/2019 12:00,,1.00,17.3,154.510,0.279,0.034,0.33,0.952,103.2,31.2,9.97,836,,8
8/30/2019 12:00,,1.00,14.1,144.170,0.271,0.033,0.26,1.339,111.3,27.3,9.79,861,,8
8/31/2019 12:00,,1.00,13.5,272.020,0.369,0.030,0.12,0.949,110.8,27.6,9.63,873,,8
9/1/2019 12:00,,1.00,14.6,557.280,0.648,0.024,0.55,1.508,123.1,36.7,8.76,915,,9
9/2/2019 12:00,,0.92,14.3,173.640,0.214,0.013,0.63,0.692,118.8,36.4,8.91,898,,9
9/3/2019 08:08,,0.92,13.5,50.387,0.102,0.028,0.72,0.673,120.7,36.9,9.36,910,,9
9/9/2019 09:00,,0.33,11.0,37.182,0.099,0.026,0.53,0.700,140.7,39.2,9.41,985,,9
9/9/2019 12:00,,0.56,10.5,39.700,0.108,0.016,0.57,0.637,142.4,40.5,8.72,982,,9
